    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y
119     -0.9186518803               -0.93602503
120     -0.9418940855               -0.97956520
121     -0.4381497912               -0.01867344
122     -0.4033576117               -0.47772185
123      0.0791271387                0.06320531
124     -0.9744475932               -0.98699155
125     -0.9600418444               -0.97192612
126     -0.9444490709               -0.97760488
127     -0.3813993080                0.15828675
128     -0.3341262214               -0.15129984
129     -0.0575202606               -0.11853035
130     -0.9267980298               -0.96702628
131     -0.9437391352               -0.95665396
132     -0.9132672513               -0.95563561
133     -0.4075775158               -0.04573723
134     -0.4100476433               -0.45432484
135     -0.0453930349                0.22448050
136     -0.9270901184               -0.97211702
137     -0.9552913565               -0.97505369
138     -0.9584656954               -0.98654020
139     -0.5902658455               -0.40297998
140     -0.4062833776               -0.45964780
141     -0.1752917087               -0.08275549
142     -0.9658522621               -0.98561372
143     -0.9495225564               -0.97319551
144     -0.9710630240               -0.98328512
145     -0.6329274755               -0.51900425
146     -0.5361202932               -0.70343369
147     -0.3594370801               -0.50222477
    fBodyBodyGyroMag-std() fBodyBodyGyroJerkMag-std()
1              -0.32101795                -0.38160191
2              -0.18298552                -0.69393052
3              -0.39835039                -0.39191988
4              -0.93219837                -0.98704962
5              -0.97879601                -0.99474754
6              -0.82431944                -0.93266067
7              -0.65179284                -0.55810455
8              -0.43862040                -0.62182020
9              -0.37257676                -0.34369899
10             -0.96138575                -0.98963291
11             -0.95980148                -0.97908348
12             -0.96109838                -0.98949266
13             -0.63264329                -0.54908701
14             -0.44518180                -0.74003344
15             -0.32244083                -0.62491082
16             -0.92544963                -0.97668980
17             -0.88343972                -0.95712151
18             -0.95544186                -0.98256816
19             -0.59393720                -0.75776808
20             -0.55248963                -0.79420948
21             -0.45767409                -0.68547093
22             -0.92885055                -0.97626175
23             -0.88719440                -0.96643022
24             -0.94710033                -0.98254363
25             -0.58974151                -0.45566530
26             -0.44044505                -0.57248502
27             -0.48414127                -0.48712842
28             -0.93474687                -0.97067540
29             -0.86891399                -0.94619646
30             -0.95926306                -0.98343449
31             -0.51064832                -0.40807891
32             -0.31817389                -0.45593772
33             -0.24235386                -0.14573355
34             -0.92954914                -0.95119669
35             -0.92310876                -0.95208850
36             -0.92869489                -0.95550465
37             -0.34389491                -0.08416638
38             -0.44499448                -0.70409097
39             -0.39690965                -0.35354470
40             -0.89580498                -0.97496594
41             -0.91984814                -0.97189942
42             -0.91889252                -0.96940304
43             -0.32745958                -0.58124019
44             -0.18332565                -0.57573329
45             -0.25559031                -0.26298447
46             -0.95325116                -0.98614726
47             -0.95411983                -0.98183234
48             -0.93678697                -0.97179328
49             -0.56271453                -0.62435192
50             -0.45684133                -0.78778159
51             -0.42417074                -0.48515891
52             -0.90647123                -0.96599701
53             -0.91090966                -0.96477080
54             -0.90340058                -0.95229047
55             -0.49975980                -0.51767580
56             -0.16696938                -0.67129056
57             -0.38778010                -0.54498852
58             -0.96245996                -0.99140910
59             -0.92296155                -0.96505582
60             -0.93370132                -0.96077288
61             -0.59974544                -0.77357406
62             -0.38122338                -0.82242872
63             -0.38055943                -0.71422967
64             -0.96071124                -0.98560723
65             -0.97743771                -0.99227747
66             -0.95484905                -0.98356947
67             -0.49480222                -0.56493401
68             -0.56443509                -0.73313076
69             -0.42355397                -0.48678042
70             -0.94846098                -0.97925639
71             -0.85003317                -0.96290974
72             -0.94037383                -0.96191161
73             -0.37995184                -0.34928561
74             -0.47077080                -0.71226150
75             -0.40056006                -0.34309486
76             -0.96426810                -0.99121945
77             -0.94685749                -0.97646733
78             -0.94613343                -0.97279863
79             -0.26550455                -0.65567766
80              0.23665966                -0.56496408
81             -0.22392743                -0.35684943
82             -0.94651796                -0.98706518
83             -0.93481556                -0.96601926
84             -0.91776010                -0.96366602
85             -0.48175022                -0.65401015
86             -0.30858587                -0.79310448
87             -0.34938721                -0.59347244
88             -0.96337823                -0.98950394
89             -0.92883830                -0.98032971
90             -0.92368224                -0.97264571
91             -0.72113700                -0.74572685
92             -0.53248672                -0.82531433
93             -0.47993985                -0.63347980
94             -0.93886322                -0.98750635
95             -0.96357474                -0.99067280
96             -0.95897508                -0.98805840
97             -0.61532008                -0.52038548
98             -0.49644458                -0.72415574
99             -0.42886869                -0.64339920
100            -0.97471085                -0.99362452
101            -0.97726342                -0.99217730
102            -0.96002384                -0.98198344
103            -0.66890815                -0.76940839
104            -0.53304464                -0.86091099
105            -0.53384493                -0.76343080
106            -0.98125263                -0.99496762
107            -0.95911346                -0.98840747
108            -0.98146884                -0.99273796
109            -0.14159840                -0.33614873
110            -0.37713275                -0.58828966
